operation,data_type,thread,iteration,vec_length,buffer_size,latency,correct
MATVEC,uint32_t,16,16,2048,128,21.390333,True
MATVEC,uint32_t,16,16,2048,256,NA,False
MATVEC,uint32_t,16,16,4096,8,50.19,True
MATVEC,uint32_t,16,16,4096,16,46.129333,True
MATVEC,uint32_t,16,16,4096,32,44.141,True
MATVEC,uint32_t,16,16,4096,64,43.140667,True
MATVEC,uint32_t,16,16,4096,128,42.656,True
MATVEC,uint32_t,16,16,4096,256,NA,False
MATVEC,uint32_t,16,16,8192,8,100.26,True
MATVEC,uint32_t,16,16,8192,16,92.152333,True
MATVEC,uint32_t,16,16,8192,32,88.155333,True
MATVEC,uint32_t,16,16,8192,64,86.181,True
MATVEC,uint32_t,16,16,8192,128,85.176333,True
MATVEC,uint32_t,16,16,8192,256,NA,False
MATVEC,uint32_t,16,32,16,8,0.517,True
MATVEC,uint32_t,16,32,16,16,0.476,True
MATVEC,uint32_t,16,32,32,8,0.902333,True
MATVEC,uint32_t,16,32,32,16,0.837333,True
MATVEC,uint32_t,16,32,32,32,0.817667,True
MATVEC,uint32_t,16,32,64,8,1.685,True
MATVEC,uint32_t,16,32,64,16,1.561333,True
MATVEC,uint32_t,16,32,64,32,1.499333,True
MATVEC,uint32_t,16,32,64,64,1.477,True
MATVEC,uint32_t,16,32,128,8,3.249667,True
MATVEC,uint32_t,16,32,128,16,3.0,True
MATVEC,uint32_t,16,32,128,32,2.872333,True
MATVEC,uint32_t,16,32,128,64,2.829667,True
MATVEC,uint32_t,16,32,128,128,2.798333,True
MATVEC,uint32_t,16,32,256,8,6.392333,True
MATVEC,uint32_t,16,32,256,16,5.882,True
MATVEC,uint32_t,16,32,256,32,5.63,True
MATVEC,uint32_t,16,32,256,64,5.512,True
MATVEC,uint32_t,16,32,256,128,5.467667,True
MATVEC,uint32_t,16,32,256,256,NA,False
MATVEC,uint32_t,16,32,512,8,12.638,True
MATVEC,uint32_t,16,32,512,16,11.63,True
MATVEC,uint32_t,16,32,512,32,11.139333,True
MATVEC,uint32_t,16,32,512,64,10.887667,True
MATVEC,uint32_t,16,32,512,128,10.770667,True
MATVEC,uint32_t,16,32,512,256,NA,False
MATVEC,uint32_t,16,32,1024,8,25.170333,True
MATVEC,uint32_t,16,32,1024,16,23.132667,True
MATVEC,uint32_t,16,32,1024,32,22.129667,True
MATVEC,uint32_t,16,32,1024,64,21.646,True
MATVEC,uint32_t,16,32,1024,128,21.409333,True
MATVEC,uint32_t,16,32,1024,256,NA,False
MATVEC,uint32_t,16,32,2048,8,50.198,True
MATVEC,uint32_t,16,32,2048,16,46.139333,True
MATVEC,uint32_t,16,32,2048,32,44.152,True
MATVEC,uint32_t,16,32,2048,64,43.166,True
MATVEC,uint32_t,16,32,2048,128,42.675333,True
MATVEC,uint32_t,16,32,2048,256,NA,False
MATVEC,uint32_t,16,32,4096,8,100.288,True
MATVEC,uint32_t,16,32,4096,16,92.167333,True
MATVEC,uint32_t,16,32,4096,32,88.200667,True
MATVEC,uint32_t,16,32,4096,64,86.209333,True
MATVEC,uint32_t,16,32,4096,128,85.227667,True
MATVEC,uint32_t,16,32,4096,256,NA,False
MATVEC,uint32_t,16,32,8192,8,200.396,True
MATVEC,uint32_t,16,32,8192,16,184.225,True
MATVEC,uint32_t,16,32,8192,32,176.202667,True
MATVEC,uint32_t,16,32,8192,64,172.239667,True
MATVEC,uint32_t,16,32,8192,128,170.251,True
MATVEC,uint32_t,16,32,8192,256,NA,False
MATVEC,uint32_t,16,64,16,8,0.938333,True
MATVEC,uint32_t,16,64,16,16,0.874667,True
MATVEC,uint32_t,16,64,32,8,1.732333,True
MATVEC,uint32_t,16,64,32,16,1.599,True
MATVEC,uint32_t,16,64,32,32,1.534667,True
MATVEC,uint32_t,16,64,64,8,3.293,True
MATVEC,uint32_t,16,64,64,16,3.047,True
MATVEC,uint32_t,16,64,64,32,2.911,True
MATVEC,uint32_t,16,64,64,64,2.856333,True
MATVEC,uint32_t,16,64,128,8,6.420333,True
MATVEC,uint32_t,16,64,128,16,5.921333,True
MATVEC,uint32_t,16,64,128,32,5.671667,True
MATVEC,uint32_t,16,64,128,64,5.55,True
MATVEC,uint32_t,16,64,128,128,5.493,True
MATVEC,uint32_t,16,64,256,8,12.671667,True
MATVEC,uint32_t,16,64,256,16,11.665667,True
MATVEC,uint32_t,16,64,256,32,11.170667,True
MATVEC,uint32_t,16,64,256,64,10.928333,True
MATVEC,uint32_t,16,64,256,128,10.809,True
MATVEC,uint32_t,16,64,256,256,NA,False
MATVEC,uint32_t,16,64,512,8,25.195667,True
MATVEC,uint32_t,16,64,512,16,23.174333,True
MATVEC,uint32_t,16,64,512,32,22.169667,True
MATVEC,uint32_t,16,64,512,64,21.687667,True
MATVEC,uint32_t,16,64,512,128,21.434667,True
MATVEC,uint32_t,16,64,512,256,NA,False
MATVEC,uint32_t,16,64,1024,8,50.234,True
MATVEC,uint32_t,16,64,1024,16,46.175333,True
MATVEC,uint32_t,16,64,1024,32,44.194333,True
MATVEC,uint32_t,16,64,1024,64,43.201,True
MATVEC,uint32_t,16,64,1024,128,42.714333,True
MATVEC,uint32_t,16,64,1024,256,NA,False
MATVEC,uint32_t,16,64,2048,8,100.308667,True
MATVEC,uint32_t,16,64,2048,16,92.206,True
MATVEC,uint32_t,16,64,2048,32,88.25,True
MATVEC,uint32_t,16,64,2048,64,86.24,True
MATVEC,uint32_t,16,64,2048,128,85.257667,True
MATVEC,uint32_t,16,64,2048,256,NA,False
MATVEC,uint32_t,16,64,4096,8,200.478333,True
MATVEC,uint32_t,16,64,4096,16,184.258333,True
MATVEC,uint32_t,16,64,4096,32,176.290333,True
MATVEC,uint32_t,16,64,4096,64,172.301667,True
MATVEC,uint32_t,16,64,4096,128,170.315667,True
MATVEC,uint32_t,16,64,4096,256,NA,False
MATVEC,uint32_t,16,64,8192,8,400.771,True
MATVEC,uint32_t,16,64,8192,16,368.316,True
MATVEC,uint32_t,16,64,8192,32,352.306667,True
MATVEC,uint32_t,16,64,8192,64,344.401667,True
MATVEC,uint32_t,16,64,8192,128,340.446,True
MATVEC,uint32_t,16,64,8192,256,NA,False
MATVEC,uint32_t,16,128,16,8,1.808,True
MATVEC,uint32_t,16,128,16,16,1.671667,True
MATVEC,uint32_t,16,128,32,8,3.381333,True
MATVEC,uint32_t,16,128,32,16,3.112,True
MATVEC,uint32_t,16,128,32,32,2.984667,True
MATVEC,uint32_t,16,128,64,8,6.502,True
MATVEC,uint32_t,16,128,64,16,6.004667,True
MATVEC,uint32_t,16,128,64,32,5.742333,True
MATVEC,uint32_t,16,128,64,64,5.63,True
MATVEC,uint32_t,16,128,128,8,12.752667,True
MATVEC,uint32_t,16,128,128,16,11.747667,True
MATVEC,uint32_t,16,128,128,32,11.245333,True
MATVEC,uint32_t,16,128,128,64,10.994333,True
MATVEC,uint32_t,16,128,128,128,10.889667,True
MATVEC,uint32_t,16,128,256,8,25.282333,True
MATVEC,uint32_t,16,128,256,16,23.252333,True
MATVEC,uint32_t,16,128,256,32,22.250333,True
MATVEC,uint32_t,16,128,256,64,21.763333,True
MATVEC,uint32_t,16,128,256,128,21.517333,True
MATVEC,uint32_t,16,128,256,256,NA,False
MATVEC,uint32_t,16,128,512,8,50.318333,True
MATVEC,uint32_t,16,128,512,16,46.262667,True
MATVEC,uint32_t,16,128,512,32,44.262667,True
MATVEC,uint32_t,16,128,512,64,43.272667,True
MATVEC,uint32_t,16,128,512,128,42.787333,True
MATVEC,uint32_t,16,128,512,256,NA,False
MATVEC,uint32_t,16,128,1024,8,100.405333,True
MATVEC,uint32_t,16,128,1024,16,92.28,True
MATVEC,uint32_t,16,128,1024,32,88.317667,True
MATVEC,uint32_t,16,128,1024,64,86.321,True
MATVEC,uint32_t,16,128,1024,128,85.319667,True
MATVEC,uint32_t,16,128,1024,256,NA,False
MATVEC,uint32_t,16,128,2048,8,200.526,True
MATVEC,uint32_t,16,128,2048,16,184.329667,True
MATVEC,uint32_t,16,128,2048,32,176.370333,True
MATVEC,uint32_t,16,128,2048,64,172.373333,True
MATVEC,uint32_t,16,128,2048,128,170.376667,True
MATVEC,uint32_t,16,128,2048,256,NA,False
MATVEC,uint32_t,16,128,4096,8,400.895,True
MATVEC,uint32_t,16,128,4096,16,368.360333,True
MATVEC,uint32_t,16,128,4096,32,352.432667,True
MATVEC,uint32_t,16,128,4096,64,344.473333,True
MATVEC,uint32_t,16,128,4096,128,340.497667,True
MATVEC,uint32_t,16,128,4096,256,NA,False
MATVEC,uint32_t,16,128,8192,8,NA,False
MATVEC,uint32_t,16,128,8192,16,NA,False
MATVEC,uint32_t,16,128,8192,32,NA,False
MATVEC,uint32_t,16,128,8192,64,NA,False
MATVEC,uint32_t,16,128,8192,128,NA,False
MATVEC,uint32_t,16,128,8192,256,NA,False
MATVEC,uint32_t,16,256,16,8,3.521333,True
MATVEC,uint32_t,16,256,16,16,3.255333,True
MATVEC,uint32_t,16,256,32,8,6.665,True
MATVEC,uint32_t,16,256,32,16,6.145333,True
MATVEC,uint32_t,16,256,32,32,5.89,True
MATVEC,uint32_t,16,256,64,8,12.918,True
MATVEC,uint32_t,16,256,64,16,11.900333,True
MATVEC,uint32_t,16,256,64,32,11.398667,True
MATVEC,uint32_t,16,256,64,64,11.149,True
MATVEC,uint32_t,16,256,128,8,25.423,True
MATVEC,uint32_t,16,256,128,16,23.411,True
MATVEC,uint32_t,16,256,128,32,22.398667,True
MATVEC,uint32_t,16,256,128,64,21.904667,True
MATVEC,uint32_t,16,256,128,128,21.660333,True
MATVEC,uint32_t,16,256,256,8,50.480667,True
MATVEC,uint32_t,16,256,256,16,46.410333,True
MATVEC,uint32_t,16,256,256,32,44.419667,True
MATVEC,uint32_t,16,256,256,64,43.422,True
MATVEC,uint32_t,16,256,256,128,42.927333,True
MATVEC,uint32_t,16,256,256,256,NA,False
MATVEC,uint32_t,16,256,512,8,100.535333,True
MATVEC,uint32_t,16,256,512,16,92.445667,True
MATVEC,uint32_t,16,256,512,32,88.459,True
MATVEC,uint32_t,16,256,512,64,86.454333,True
MATVEC,uint32_t,16,256,512,128,85.471667,True
MATVEC,uint32_t,16,256,512,256,NA,False
MATVEC,uint32_t,16,256,1024,8,200.683333,True
MATVEC,uint32_t,16,256,1024,16,184.482667,True
MATVEC,uint32_t,16,256,1024,32,176.493,True
MATVEC,uint32_t,16,256,1024,64,172.491,True
MATVEC,uint32_t,16,256,1024,128,170.526333,True
MATVEC,uint32_t,16,256,1024,256,NA,False
MATVEC,uint32_t,16,256,2048,8,401.03,True
MATVEC,uint32_t,16,256,2048,16,368.506667,True
MATVEC,uint32_t,16,256,2048,32,352.610333,True
MATVEC,uint32_t,16,256,2048,64,344.579667,True
MATVEC,uint32_t,16,256,2048,128,340.642667,True
MATVEC,uint32_t,16,256,2048,256,NA,False
MATVEC,uint32_t,16,256,4096,8,NA,False
MATVEC,uint32_t,16,256,4096,16,NA,False
MATVEC,uint32_t,16,256,4096,32,NA,False
MATVEC,uint32_t,16,256,4096,64,NA,False
MATVEC,uint32_t,16,256,4096,128,NA,False
MATVEC,uint32_t,16,256,4096,256,NA,False
MATVEC,uint32_t,16,256,8192,8,NA,False
MATVEC,uint32_t,16,256,8192,16,NA,False
MATVEC,uint32_t,16,256,8192,32,NA,False
MATVEC,uint32_t,16,256,8192,64,NA,False
MATVEC,uint32_t,16,256,8192,128,NA,False
MATVEC,uint32_t,16,256,8192,256,NA,False
MATVEC,uint32_t,16,512,16,8,6.963667,True
MATVEC,uint32_t,16,512,16,16,6.439,True
MATVEC,uint32_t,16,512,32,8,13.228333,True
MATVEC,uint32_t,16,512,32,16,12.198,True
MATVEC,uint32_t,16,512,32,32,11.684,True
MATVEC,uint32_t,16,512,64,8,25.751667,True
MATVEC,uint32_t,16,512,64,16,23.696333,True
MATVEC,uint32_t,16,512,64,32,22.697,True
MATVEC,uint32_t,16,512,64,64,22.198333,True
MATVEC,uint32_t,16,512,128,8,50.795667,True
MATVEC,uint32_t,16,512,128,16,46.723333,True
MATVEC,uint32_t,16,512,128,32,44.735,True
MATVEC,uint32_t,16,512,128,64,43.705667,True
MATVEC,uint32_t,16,512,128,128,43.222,True
MATVEC,uint32_t,16,512,256,8,100.886667,True
MATVEC,uint32_t,16,512,256,16,92.747333,True
MATVEC,uint32_t,16,512,256,32,88.771333,True
MATVEC,uint32_t,16,512,256,64,86.767333,True
MATVEC,uint32_t,16,512,256,128,85.76,True
MATVEC,uint32_t,16,512,256,256,NA,False
MATVEC,uint32_t,16,512,512,8,200.995,True
MATVEC,uint32_t,16,512,512,16,184.797,True
MATVEC,uint32_t,16,512,512,32,176.819667,True
MATVEC,uint32_t,16,512,512,64,172.785333,True
MATVEC,uint32_t,16,512,512,128,170.805333,True
MATVEC,uint32_t,16,512,512,256,NA,False
MATVEC,uint32_t,16,512,1024,8,401.340333,True
MATVEC,uint32_t,16,512,1024,16,368.839667,True
MATVEC,uint32_t,16,512,1024,32,352.930667,True
MATVEC,uint32_t,16,512,1024,64,344.853333,True
MATVEC,uint32_t,16,512,1024,128,340.967667,True
MATVEC,uint32_t,16,512,1024,256,NA,False
MATVEC,uint32_t,16,512,2048,8,NA,False
MATVEC,uint32_t,16,512,2048,16,NA,False
MATVEC,uint32_t,16,512,2048,32,NA,False
MATVEC,uint32_t,16,512,2048,64,NA,False
MATVEC,uint32_t,16,512,2048,128,NA,False
MATVEC,uint32_t,16,512,2048,256,NA,False
MATVEC,uint32_t,16,512,4096,8,NA,False
MATVEC,uint32_t,16,512,4096,16,NA,False
MATVEC,uint32_t,16,512,4096,32,NA,False
MATVEC,uint32_t,16,512,4096,64,NA,False
MATVEC,uint32_t,16,512,4096,128,NA,False
MATVEC,uint32_t,16,512,4096,256,NA,False
MATVEC,uint32_t,16,512,8192,8,NA,False
MATVEC,uint32_t,16,512,8192,16,NA,False
MATVEC,uint32_t,16,512,8192,32,NA,False
MATVEC,uint32_t,16,512,8192,64,NA,False
MATVEC,uint32_t,16,512,8192,128,NA,False
MATVEC,uint32_t,16,512,8192,256,NA,False
MATVEC,uint32_t,16,1024,16,8,13.826,True
MATVEC,uint32_t,16,1024,16,16,12.781,True
MATVEC,uint32_t,16,1024,32,8,26.370667,True
MATVEC,uint32_t,16,1024,32,16,24.298,True
MATVEC,uint32_t,16,1024,32,32,23.285333,True
MATVEC,uint32_t,16,1024,64,8,51.419,True
MATVEC,uint32_t,16,1024,64,16,47.306667,True
MATVEC,uint32_t,16,1024,64,32,45.31,True
MATVEC,uint32_t,16,1024,64,64,44.315667,True
MATVEC,uint32_t,16,1024,128,8,101.525667,True
MATVEC,uint32_t,16,1024,128,16,93.317333,True
MATVEC,uint32_t,16,1024,128,32,89.361333,True
MATVEC,uint32_t,16,1024,128,64,87.354333,True
MATVEC,uint32_t,16,1024,128,128,86.357,True
MATVEC,uint32_t,16,1024,256,8,201.654667,True
MATVEC,uint32_t,16,1024,256,16,185.381667,True
MATVEC,uint32_t,16,1024,256,32,177.409667,True
MATVEC,uint32_t,16,1024,256,64,173.389333,True
MATVEC,uint32_t,16,1024,256,128,171.414667,True
MATVEC,uint32_t,16,1024,256,256,NA,False
MATVEC,uint32_t,16,1024,512,8,401.909,True
MATVEC,uint32_t,16,1024,512,16,369.404333,True
MATVEC,uint32_t,16,1024,512,32,353.499667,True
MATVEC,uint32_t,16,1024,512,64,345.514333,True
MATVEC,uint32_t,16,1024,512,128,341.482333,True
MATVEC,uint32_t,16,1024,512,256,NA,False
MATVEC,uint32_t,16,1024,1024,8,NA,False
MATVEC,uint32_t,16,1024,1024,16,NA,False
MATVEC,uint32_t,16,1024,1024,32,NA,False
MATVEC,uint32_t,16,1024,1024,64,NA,False
MATVEC,uint32_t,16,1024,1024,128,NA,False
MATVEC,uint32_t,16,1024,1024,256,NA,False
MATVEC,uint32_t,16,1024,2048,8,NA,False
MATVEC,uint32_t,16,1024,2048,16,NA,False
MATVEC,uint32_t,16,1024,2048,32,NA,False
MATVEC,uint32_t,16,1024,2048,64,NA,False
MATVEC,uint32_t,16,1024,2048,128,NA,False
MATVEC,uint32_t,16,1024,2048,256,NA,False
MATVEC,uint32_t,16,1024,4096,8,NA,False
MATVEC,uint32_t,16,1024,4096,16,NA,False
MATVEC,uint32_t,16,1024,4096,32,NA,False
MATVEC,uint32_t,16,1024,4096,64,NA,False
MATVEC,uint32_t,16,1024,4096,128,NA,False
MATVEC,uint32_t,16,1024,4096,256,NA,False
MATVEC,uint32_t,16,1024,8192,8,NA,False
MATVEC,uint32_t,16,1024,8192,16,NA,False
MATVEC,uint32_t,16,1024,8192,32,NA,False
MATVEC,uint32_t,16,1024,8192,64,NA,False
MATVEC,uint32_t,16,1024,8192,128,NA,False
MATVEC,uint32_t,16,1024,8192,256,NA,False
MATVEC,uint32_t,16,2048,16,8,27.569333,True
MATVEC,uint32_t,16,2048,16,16,25.476333,True
MATVEC,uint32_t,16,2048,32,8,52.639,True
MATVEC,uint32_t,16,2048,32,16,48.504333,True
MATVEC,uint32_t,16,2048,32,32,46.481333,True
MATVEC,uint32_t,16,2048,64,8,102.747333,True
MATVEC,uint32_t,16,2048,64,16,94.536,True
MATVEC,uint32_t,16,2048,64,32,90.542,True
MATVEC,uint32_t,16,2048,64,64,88.507667,True
MATVEC,uint32_t,16,2048,128,8,202.857333,True
MATVEC,uint32_t,16,2048,128,16,186.587667,True
MATVEC,uint32_t,16,2048,128,32,178.588,True
MATVEC,uint32_t,16,2048,128,64,174.548667,True
MATVEC,uint32_t,16,2048,128,128,172.553333,True
MATVEC,uint32_t,16,2048,256,8,403.161667,True
MATVEC,uint32_t,16,2048,256,16,370.651,True
MATVEC,uint32_t,16,2048,256,32,354.736,True
MATVEC,uint32_t,16,2048,256,64,346.688,True
MATVEC,uint32_t,16,2048,256,128,342.721333,True
MATVEC,uint32_t,16,2048,256,256,NA,False
MATVEC,uint32_t,16,2048,512,8,NA,False
MATVEC,uint32_t,16,2048,512,16,NA,False
MATVEC,uint32_t,16,2048,512,32,NA,False
MATVEC,uint32_t,16,2048,512,64,NA,False
MATVEC,uint32_t,16,2048,512,128,NA,False
MATVEC,uint32_t,16,2048,512,256,NA,False
MATVEC,uint32_t,16,2048,1024,8,NA,False
MATVEC,uint32_t,16,2048,1024,16,NA,False
MATVEC,uint32_t,16,2048,1024,32,NA,False
MATVEC,uint32_t,16,2048,1024,64,NA,False
MATVEC,uint32_t,16,2048,1024,128,NA,False
MATVEC,uint32_t,16,2048,1024,256,NA,False
MATVEC,uint32_t,16,2048,2048,8,NA,False
MATVEC,uint32_t,16,2048,2048,16,NA,False
MATVEC,uint32_t,16,2048,2048,32,NA,False
MATVEC,uint32_t,16,2048,2048,64,NA,False
MATVEC,uint32_t,16,2048,2048,128,NA,False
MATVEC,uint32_t,16,2048,2048,256,NA,False
MATVEC,uint32_t,16,2048,4096,8,NA,False
MATVEC,uint32_t,16,2048,4096,16,NA,False
MATVEC,uint32_t,16,2048,4096,32,NA,False
MATVEC,uint32_t,16,2048,4096,64,NA,False
MATVEC,uint32_t,16,2048,4096,128,NA,False
MATVEC,uint32_t,16,2048,4096,256,NA,False
MATVEC,uint32_t,16,2048,8192,8,NA,False
MATVEC,uint32_t,16,2048,8192,16,NA,False
MATVEC,uint32_t,16,2048,8192,32,NA,False
MATVEC,uint32_t,16,2048,8192,64,NA,False
MATVEC,uint32_t,16,2048,8192,128,NA,False
MATVEC,uint32_t,16,2048,8192,256,NA,False
MATVEC,uint32_t,16,4096,16,8,55.055,True
MATVEC,uint32_t,16,4096,16,16,50.894333,True
MATVEC,uint32_t,16,4096,32,8,105.219,True
MATVEC,uint32_t,16,4096,32,16,96.912,True
MATVEC,uint32_t,16,4096,32,32,92.892,True
MATVEC,uint32_t,16,4096,64,8,205.415333,True
MATVEC,uint32_t,16,4096,64,16,188.926333,True
MATVEC,uint32_t,16,4096,64,32,180.938667,True
MATVEC,uint32_t,16,4096,64,64,176.900333,True
MATVEC,uint32_t,16,4096,128,8,405.656333,True
MATVEC,uint32_t,16,4096,128,16,372.965,True
MATVEC,uint32_t,16,4096,128,32,357.068667,True
MATVEC,uint32_t,16,4096,128,64,348.977333,True
MATVEC,uint32_t,16,4096,128,128,345.049667,True
MATVEC,uint32_t,16,4096,256,8,NA,False
MATVEC,uint32_t,16,4096,256,16,NA,False
MATVEC,uint32_t,16,4096,256,32,NA,False
MATVEC,uint32_t,16,4096,256,64,NA,False
MATVEC,uint32_t,16,4096,256,128,NA,False
MATVEC,uint32_t,16,4096,256,256,NA,False
MATVEC,uint32_t,16,4096,512,8,NA,False
MATVEC,uint32_t,16,4096,512,16,NA,False
MATVEC,uint32_t,16,4096,512,32,NA,False
MATVEC,uint32_t,16,4096,512,64,NA,False
MATVEC,uint32_t,16,4096,512,128,NA,False
MATVEC,uint32_t,16,4096,512,256,NA,False
MATVEC,uint32_t,16,4096,1024,8,NA,False
MATVEC,uint32_t,16,4096,1024,16,NA,False
MATVEC,uint32_t,16,4096,1024,32,NA,False
MATVEC,uint32_t,16,4096,1024,64,NA,False
MATVEC,uint32_t,16,4096,1024,128,NA,False
MATVEC,uint32_t,16,4096,1024,256,NA,False
MATVEC,uint32_t,16,4096,2048,8,NA,False
MATVEC,uint32_t,16,4096,2048,16,NA,False
MATVEC,uint32_t,16,4096,2048,32,NA,False
MATVEC,uint32_t,16,4096,2048,64,NA,False
MATVEC,uint32_t,16,4096,2048,128,NA,False
MATVEC,uint32_t,16,4096,2048,256,NA,False
MATVEC,uint32_t,16,4096,4096,8,NA,False
MATVEC,uint32_t,16,4096,4096,16,NA,False
MATVEC,uint32_t,16,4096,4096,32,NA,False
MATVEC,uint32_t,16,4096,4096,64,NA,False
MATVEC,uint32_t,16,4096,4096,128,NA,False
MATVEC,uint32_t,16,4096,4096,256,NA,False
MATVEC,uint32_t,16,4096,8192,8,NA,False
MATVEC,uint32_t,16,4096,8192,16,NA,False
MATVEC,uint32_t,16,4096,8192,32,NA,False
MATVEC,uint32_t,16,4096,8192,64,NA,False
MATVEC,uint32_t,16,4096,8192,128,NA,False
MATVEC,uint32_t,16,4096,8192,256,NA,False
MATVEC,uint32_t,16,8192,16,8,110.03,True
MATVEC,uint32_t,16,8192,16,16,101.703667,True
MATVEC,uint32_t,16,8192,32,8,210.281,True
MATVEC,uint32_t,16,8192,32,16,193.687667,True
MATVEC,uint32_t,16,8192,32,32,185.688667,True
MATVEC,uint32_t,16,8192,64,8,410.662333,True
MATVEC,uint32_t,16,8192,64,16,377.801333,True
MATVEC,uint32_t,16,8192,64,32,361.793333,True
MATVEC,uint32_t,16,8192,64,64,353.713,True
MATVEC,uint32_t,16,8192,128,8,NA,False
MATVEC,uint32_t,16,8192,128,16,NA,False
MATVEC,uint32_t,16,8192,128,32,NA,False
MATVEC,uint32_t,16,8192,128,64,NA,False
MATVEC,uint32_t,16,8192,128,128,NA,False
MATVEC,uint32_t,16,8192,256,8,NA,False
MATVEC,uint32_t,16,8192,256,16,NA,False
MATVEC,uint32_t,16,8192,256,32,NA,False
MATVEC,uint32_t,16,8192,256,64,NA,False
MATVEC,uint32_t,16,8192,256,128,NA,False
MATVEC,uint32_t,16,8192,256,256,NA,False
MATVEC,uint32_t,16,8192,512,8,NA,False
MATVEC,uint32_t,16,8192,512,16,NA,False
MATVEC,uint32_t,16,8192,512,32,NA,False
MATVEC,uint32_t,16,8192,512,64,NA,False
MATVEC,uint32_t,16,8192,512,128,NA,False
MATVEC,uint32_t,16,8192,512,256,NA,False
MATVEC,uint32_t,16,8192,1024,8,NA,False
MATVEC,uint32_t,16,8192,1024,16,NA,False
MATVEC,uint32_t,16,8192,1024,32,NA,False
MATVEC,uint32_t,16,8192,1024,64,NA,False
MATVEC,uint32_t,16,8192,1024,128,NA,False
MATVEC,uint32_t,16,8192,1024,256,NA,False
MATVEC,uint32_t,16,8192,2048,8,NA,False
MATVEC,uint32_t,16,8192,2048,16,NA,False
MATVEC,uint32_t,16,8192,2048,32,NA,False
MATVEC,uint32_t,16,8192,2048,64,NA,False
MATVEC,uint32_t,16,8192,2048,128,NA,False
MATVEC,uint32_t,16,8192,2048,256,NA,False
MATVEC,uint32_t,16,8192,4096,8,NA,False
MATVEC,uint32_t,16,8192,4096,16,NA,False
MATVEC,uint32_t,16,8192,4096,32,NA,False
MATVEC,uint32_t,16,8192,4096,64,NA,False
MATVEC,uint32_t,16,8192,4096,128,NA,False
MATVEC,uint32_t,16,8192,4096,256,NA,False
MATVEC,uint32_t,16,8192,8192,8,NA,False
MATVEC,uint32_t,16,8192,8192,16,NA,False
MATVEC,uint32_t,16,8192,8192,32,NA,False
MATVEC,uint32_t,16,8192,8192,64,NA,False
MATVEC,uint32_t,16,8192,8192,128,NA,False
MATVEC,uint32_t,16,8192,8192,256,NA,False
