operation,data_type,thread,iteration,buffer_size,latency,correct
ADD,uint64_t,1,2048,128,93.701,True
ADD,uint64_t,1,8192,8,32.069333,True
ADD,uint64_t,1,4096,64,96.106667,True
ADD,uint64_t,1,8192,16,53.426667,True
ADD,uint64_t,1,2048,256,186.032,True
ADD,uint64_t,1,8192,32,99.072667,True
ADD,uint64_t,1,4096,128,187.303,True
ADD,uint64_t,1,16384,8,64.091,True
ADD,uint64_t,1,8192,64,192.151667,True
ADD,uint64_t,1,16384,16,106.821,True
ADD,uint64_t,2,256,8,1.051667,True
ADD,uint64_t,2,256,16,1.744,True
ADD,uint64_t,1,16384,256,NA,False
ADD,uint64_t,2,256,32,3.151667,True
ADD,uint64_t,1,16384,32,198.067333,True
ADD,uint64_t,2,256,64,6.069667,True
ADD,uint64_t,1,4096,256,372.066,True
ADD,uint64_t,2,256,128,11.787333,True
ADD,uint64_t,2,512,8,2.054333,True
ADD,uint64_t,2,512,16,3.415,True
ADD,uint64_t,2,256,256,23.33,True
ADD,uint64_t,2,512,32,6.244,True
ADD,uint64_t,1,8192,128,374.565333,True
ADD,uint64_t,2,512,64,12.078,True
ADD,uint64_t,2,1024,8,4.058,True
ADD,uint64_t,2,512,128,23.486,True
ADD,uint64_t,2,1024,16,6.740333,True
ADD,uint64_t,2,1024,32,12.442667,True
ADD,uint64_t,2,512,256,46.589667,True
ADD,uint64_t,2,1024,64,24.088,True
ADD,uint64_t,2,2048,8,8.191667,True
ADD,uint64_t,2,2048,16,13.408667,True
ADD,uint64_t,2,1024,128,46.889333,True
ADD,uint64_t,1,16384,64,384.29,True
ADD,uint64_t,2,2048,32,24.815333,True
ADD,uint64_t,2,4096,8,16.072667,True
ADD,uint64_t,2,1024,256,93.084333,True
ADD,uint64_t,2,2048,64,48.1,True
ADD,uint64_t,2,4096,16,26.762667,True
ADD,uint64_t,2,4096,32,49.569667,True
ADD,uint64_t,2,2048,128,93.696667,True
ADD,uint64_t,2,8192,8,32.080333,True
ADD,uint64_t,2,4096,64,96.15,True
ADD,uint64_t,1,8192,256,743.979667,True
ADD,uint64_t,2,8192,16,53.488333,True
ADD,uint64_t,2,2048,256,186.09,True
ADD,uint64_t,1,16384,128,748.894,True
ADD,uint64_t,2,4096,128,187.276333,True
ADD,uint64_t,2,8192,256,NA,False
ADD,uint64_t,2,8192,32,99.100333,True
ADD,uint64_t,2,16384,8,64.116,True
ADD,uint64_t,2,16384,128,NA,False
ADD,uint64_t,2,16384,256,NA,False
ADD,uint64_t,2,8192,64,192.202333,True
ADD,uint64_t,2,16384,16,106.857,True
ADD,uint64_t,4,256,8,1.057667,True
ADD,uint64_t,4,256,16,1.795667,True
ADD,uint64_t,4,256,32,3.155667,True
ADD,uint64_t,4,256,64,6.074667,True
ADD,uint64_t,4,256,128,11.804667,True
ADD,uint64_t,4,512,8,2.061333,True
ADD,uint64_t,4,512,16,3.467,True
ADD,uint64_t,4,256,256,23.382667,True
ADD,uint64_t,2,4096,256,372.116333,True
ADD,uint64_t,4,512,32,6.258333,True
ADD,uint64_t,2,16384,32,198.097667,True
ADD,uint64_t,4,512,64,12.099333,True
ADD,uint64_t,4,1024,8,4.063,True
ADD,uint64_t,4,1024,16,6.844667,True
ADD,uint64_t,4,512,128,23.506333,True
ADD,uint64_t,4,1024,32,12.448,True
ADD,uint64_t,4,1024,64,24.101333,True
ADD,uint64_t,4,2048,8,8.069667,True
ADD,uint64_t,4,512,256,46.662333,True
ADD,uint64_t,4,2048,16,13.492,True
ADD,uint64_t,2,8192,128,374.574667,True
ADD,uint64_t,4,1024,128,46.934333,True
ADD,uint64_t,4,2048,32,24.854,True
ADD,uint64_t,4,4096,8,16.087667,True
ADD,uint64_t,4,2048,64,48.116667,True
ADD,uint64_t,4,4096,16,26.790667,True
ADD,uint64_t,2,16384,64,384.403,True
ADD,uint64_t,4,1024,256,93.163333,True
ADD,uint64_t,4,4096,32,49.610333,True
ADD,uint64_t,4,2048,128,93.740667,True
ADD,uint64_t,4,8192,8,32.093,True
ADD,uint64_t,4,4096,256,NA,False
ADD,uint64_t,4,8192,16,53.527333,True
ADD,uint64_t,4,4096,64,96.179333,True
ADD,uint64_t,4,8192,128,NA,False
ADD,uint64_t,4,8192,256,NA,False
ADD,uint64_t,4,8192,32,99.139333,True
ADD,uint64_t,4,2048,256,186.168333,True
ADD,uint64_t,4,16384,8,64.111333,True
ADD,uint64_t,4,16384,64,NA,False
ADD,uint64_t,4,16384,256,NA,False
ADD,uint64_t,8,256,8,1.303667,True
ADD,uint64_t,8,256,16,1.980667,True
ADD,uint64_t,8,256,32,3.364667,True
ADD,uint64_t,8,256,64,6.303667,True
