data_type,thread,iteration,buffer_size,measured,predicted,error_percent
uint64_t,2,1024,64,19.241333,20.718168,7.68
uint64_t,1,16384,64,306.859667,317.672194,3.52
uint64_t,2,2048,8,6.730000,6.524194,-3.06
uint64_t,2,1024,128,37.261333,40.208898,7.91
uint64_t,2,2048,16,11.280667,11.592865,2.77
uint64_t,2,2048,32,20.211333,21.461446,6.19
uint64_t,2,4096,8,13.413667,12.982182,-3.22
uint64_t,2,1024,256,73.618333,80.896308,9.89
uint64_t,2,2048,64,38.545000,41.370200,7.33
uint64_t,2,4096,16,22.484667,23.119594,2.82
uint64_t,2,2048,128,74.459667,80.352039,7.91
uint64_t,2,4096,32,40.359000,42.856756,6.19
uint64_t,1,8192,256,588.389000,619.250142,5.25
uint64_t,2,8192,8,26.745667,25.898157,-3.17
uint64_t,2,4096,64,76.812333,82.674264,7.63
uint64_t,2,2048,256,147.195667,161.726479,9.87
uint64_t,2,8192,16,44.897667,46.173053,2.84
uint64_t,1,16384,128,595.151667,624.778572,4.98
uint64_t,2,4096,128,148.846000,160.638320,7.92
uint64_t,2,8192,32,80.656667,85.647375,6.19
uint64_t,2,16384,8,53.444333,51.730108,-3.21
uint64_t,4,256,8,0.952333,0.875599,-8.06
uint64_t,2,16384,16,89.771333,92.279969,2.79
uint64_t,2,8192,64,153.512333,165.282392,7.67
uint64_t,4,256,16,1.484333,1.509707,1.71
uint64_t,4,256,32,2.590000,2.744454,5.96
uint64_t,4,256,64,4.873333,5.235286,7.43
uint64_t,4,512,8,1.851333,1.682954,-9.10
uint64_t,4,256,128,9.393667,10.404821,10.76
uint64_t,4,512,16,2.921000,2.950755,1.02
uint64_t,2,4096,256,294.246667,323.386822,9.90
uint64_t,2,16384,32,161.350333,171.228614,6.12
uint64_t,4,256,256,18.488333,20.294528,9.77
uint64_t,4,512,32,5.111667,5.419195,6.02
uint64_t,4,512,64,9.659000,10.398532,7.66
uint64_t,4,1024,8,3.715000,3.297659,-11.23
uint64_t,4,1024,16,5.709667,5.832846,2.16
uint64_t,4,512,128,18.690667,20.739398,10.96
uint64_t,2,8192,128,297.617667,321.210882,7.93
uint64_t,4,1024,32,10.154000,10.768671,6.05
uint64_t,4,512,256,36.884667,40.502158,9.81
uint64_t,4,2048,8,7.260333,6.527070,-10.10
uint64_t,4,1024,64,19.262667,20.725017,7.59
uint64_t,4,2048,16,11.391000,11.597027,1.81
uint64_t,4,1024,128,37.300000,41.408480,11.01
uint64_t,4,2048,32,20.228000,21.467625,6.13
uint64_t,2,16384,64,306.986333,330.498648,7.66
uint64_t,4,4096,8,14.427000,12.985892,-9.99
uint64_t,4,2048,64,38.439000,41.377988,7.65
uint64_t,4,4096,16,22.521333,23.125389,2.68
uint64_t,4,1024,256,73.677000,80.917413,9.83
uint64_t,4,4096,32,40.394333,42.865531,6.12
uint64_t,4,2048,128,74.474667,82.749280,11.11
uint64_t,4,8192,8,28.825333,25.903535,-10.14
uint64_t,4,8192,16,45.049000,46.182114,2.52
uint64_t,4,4096,64,76.841333,82.683930,7.60
uint64_t,4,2048,256,147.212000,161.747923,9.87
uint64_t,4,8192,32,80.747333,85.661343,6.09
uint64_t,4,16384,8,57.626667,51.738821,-10.22
uint64_t,8,256,8,1.161000,1.119262,-3.59
uint64_t,4,4096,128,148.893333,165.430879,11.11
uint64_t,8,256,16,1.623667,1.663459,2.45
uint64_t,4,16384,16,90.019000,92.295563,2.53
uint64_t,8,256,32,2.740667,2.752353,0.43
